@@ Smileys & Emotion
1FAF8,1F3FD;fq;rightwards pushing hand - medium skin tone
1FAF8,1F3FE;fq;rightwards pushing hand - medium-dark skin tone
1FAF8,1F3FF;fq;rightwards pushing hand - dark skin tone
1F44C;fq;OK hand
1F44C,1F3FB;fq;OK hand - light skin tone
1F44C,1F3FC;fq;OK hand - medium-light skin tone
1F44C,1F3FD;fq;OK hand - medium skin tone
1F44C,1F3FE;fq;OK hand - medium-dark skin tone
1F44C,1F3FF;fq;OK hand - dark skin tone
1F90C;fq;pinched fingers
1F90C,1F3FB;fq;pinched fingers - light skin tone
1F90C,1F3FC;fq;pinched fingers - medium-light skin tone
1F90C,1F3FD;fq;pinched fingers - medium skin tone
1F90C,1F3FE;fq;pinched fingers - medium-dark skin tone
1F90C,1F3FF;fq;pinched fingers - dark skin tone
1F90F;fq;pinching hand
1F90F,1F3FB;fq;pinching hand - light skin tone
1F90F,1F3FC;fq;pinching hand - medium-light skin tone
1F90F,1F3FD;fq;pinching hand - medium skin tone
1F90F,1F3FE;fq;pinching hand - medium-dark skin tone
1F90F,1F3FF;fq;pinching hand - dark skin tone
270C,FE0F;fq;victory hand
270C;un;victory hand
270C,1F3FB;fq;victory hand - light skin tone
270C,1F3FC;fq;victory hand - medium-light skin tone
270C,1F3FD;fq;victory hand - medium skin tone
270C,1F3FE;fq;victory hand - medium-dark skin tone
270C,1F3FF;fq;victory hand - dark skin tone
1F91E;fq;crossed fingers
1F91E,1F3FB;fq;crossed fingers - light skin tone
1F91E,1F3FC;fq;crossed fingers - medium-light skin tone
1F91E,1F3FD;fq;crossed fingers - medium skin tone
1F91E,1F3FE;fq;crossed fingers - medium-dark skin tone
1F91E,1F3FF;fq;crossed fingers - dark skin tone
1FAF0;fq;hand with index finger and thumb crossed
1FAF0,1F3FB;fq;hand with index finger and thumb crossed - light skin tone
1FAF0,1F3FC;fq;hand with index finger and thumb crossed - medium-light skin tone
1FAF0,1F3FD;fq;hand with index finger and thumb crossed - medium skin tone
1FAF0,1F3FE;fq;hand with index finger and thumb crossed - medium-dark skin tone
1FAF0,1F3FF;fq;hand with index finger and thumb crossed - dark skin tone
1F91F;fq;love-you gesture
1F91F,1F3FB;fq;love-you gesture - light skin tone
1F91F,1F3FC;fq;love-you gesture - medium-light skin tone
1F91F,1F3FD;fq;love-you gesture - medium skin tone
1F91F,1F3FE;fq;love-you gesture - medium-dark skin tone
1F91F,1F3FF;fq;love-you gesture - dark skin tone
1F918;fq;sign of the horns
1F918,1F3FB;fq;sign of the horns - light skin tone
1F918,1F3FC;fq;sign of the horns - medium-light skin tone
1F918,1F3FD;fq;sign of the horns - medium skin tone
1F918,1F3FE;fq;sign of the horns - medium-dark skin tone
1F918,1F3FF;fq;sign of the horns - dark skin tone
1F919;fq;call me hand
1F919,1F3FB;fq;call me hand - light skin tone
1F919,1F3FC;fq;call me hand - medium-light skin tone
1F919,1F3FD;fq;call me hand - medium skin tone
1F919,1F3FE;fq;call me hand - medium-dark skin tone
1F919,1F3FF;fq;call me hand - dark skin tone
1F448;fq;backhand index pointing left
1F448,1F3FB;fq;backhand index pointing left - light skin tone
1F448,1F3FC;fq;backhand index pointing left - medium-light skin tone
1F448,1F3FD;fq;backhand index pointing left - medium skin tone
1F448,1F3FE;fq;backhand index pointing left - medium-dark skin tone
1F448,1F3FF;fq;backhand index pointing left - dark skin tone
1F449;fq;backhand index pointing right
1F449,1F3FB;fq;backhand index pointing right - light skin tone
1F449,1F3FC;fq;backhand index pointing right - medium-light skin tone
1F449,1F3FD;fq;backhand index pointing right - medium skin tone
1F449,1F3FE;fq;backhand index pointing right - medium-dark skin tone
1F449,1F3FF;fq;backhand index pointing right - dark skin tone
1F446;fq;backhand index pointing up
1F446,1F3FB;fq;backhand index pointing up - light skin tone
1F446,1F3FC;fq;backhand index pointing up - medium-light skin tone
1F446,1F3FD;fq;backhand index pointing up - medium skin tone
1F446,1F3FE;fq;backhand index pointing up - medium-dark skin tone
1F446,1F3FF;fq;backhand index pointing up - dark skin tone
1F595;fq;middle finger
1F595,1F3FB;fq;middle finger - light skin tone
1F595,1F3FC;fq;middle finger - medium-light skin tone
1F595,1F3FD;fq;middle finger - medium skin tone
1F595,1F3FE;fq;middle finger - medium-dark skin tone
1F595,1F3FF;fq;middle finger - dark skin tone
1F447;fq;backhand index pointing down
1F447,1F3FB;fq;backhand index pointing down - light skin tone
1F447,1F3FC;fq;backhand index pointing down - medium-light skin tone
1F447,1F3FD;fq;backhand index pointing down - medium skin tone
1F447,1F3FE;fq;backhand index pointing down - medium-dark skin tone
1F447,1F3FF;fq;backhand index pointing down - dark skin tone
261D,FE0F;fq;index pointing up
261D;un;index pointing up
261D,1F3FB;fq;index pointing up - light skin tone
261D,1F3FC;fq;index pointing up - medium-light skin tone
261D,1F3FD;fq;index pointing up - medium skin tone
261D,1F3FE;fq;index pointing up - medium-dark skin tone
261D,1F3FF;fq;index pointing up - dark skin tone
1FAF5;fq;index pointing at the viewer
