# group: Smileys & Emotion
1F461;false;woman’s sandal;👡
1F462;false;woman’s boot;👢
1F451;false;crown;👑
1F3A9;false;top hat;🎩
1F9E2;false;billed cap;🧢
26D1;false;rescue worker’s helmet;⛑
1F484;false;lipstick;💄
1F48E;false;gem stone;💎
1F508;false;speaker low volume;🔈
1F50A;false;speaker high volume;🔊
1F4E3;false;megaphone;📣
1F514;false;bell;🔔
1F3BC;false;musical score;🎼
1F3B6;false;musical notes;🎶
1F399;false;studio microphone;🎙
1F39A;false;level slider;🎚
1F39B;false;control knobs;🎛
1F3A7;false;headphone;🎧
1F3B7;false;saxophone;🎷
1F3B8;false;guitar;🎸
1F3BA;false;trumpet;🎺
1FA95;false;banjo;🪕
1FA98;false;long drum;🪘
1FA88;false;flute;🪈
1F4F1;false;mobile phone;📱
260E;false;telephone;☎
1F4DF;false;pager;📟
1F50B;false;battery;🔋
1F50C;false;electric plug;🔌
1F5A5;false;desktop computer;🖥
1F5A8;false;printer;🖨
2328;false;keyboard;⌨
1F5B1;false;computer mouse;🖱
1F5B2;false;trackball;🖲
1F4BE;false;floppy disk;💾
1F4C0;false;dvd;📀
1F3A5;false;movie camera;🎥
1F39E;false;film frames;🎞
1F4FD;false;film projector;📽
1F4FA;false;television;📺
1F4F8;false;camera with flash;📸
1F4FC;false;videocassette;📼
1F50E;false;magnifying glass tilted right;🔎
1F56F;false;candle;🕯
1F526;false;flashlight;🔦
1FA94;false;diya lamp;🪔
1F4D5;false;closed book;📕
1F4D7;false;green book;📗
1F4D9;false;orange book;📙
1F4D3;false;notebook;📓
1F4C3;false;page with curl;📃
1F4C4;false;page facing up;📄
1F5DE;false;rolled-up newspaper;🗞
1F516;false;bookmark;🔖
1F3F7;false;label;🏷
1FA99;false;coin;🪙
1F4B5;false;dollar banknote;💵
1F4B7;false;pound banknote;💷
1F4B3;false;credit card;💳
1F4B9;false;chart increasing with yen;💹
2709;false;envelope;✉
1F4E8;false;incoming envelope;📨
1F4E4;false;outbox tray;📤
1F4E6;false;package;📦
1F4EA;false;closed mailbox with lowered flag;📪
1F4ED;false;open mailbox with lowered flag;📭
1F5F3;false;ballot box with ballot;🗳
270F;false;pencil;✏
2712;false;black nib;✒
1F58B;false;fountain pen;🖋
1F58A;false;pen;🖊
1F58C;false;paintbrush;🖌
1F58D;false;crayon;🖍
1F4BC;false;briefcase;💼
1F4C2;false;open file folder;📂
1F5C2;false;card index dividers;🗂
1F4C6;false;tear-off calendar;📆
1F5D2;false;spiral notepad;🗒
1F5D3;false;spiral calendar;🗓
1F4C8;false;chart increasing;📈
1F4CA;false;bar chart;📊
1F4CC;false;pushpin;📌
1F4CE;false;paperclip;📎
1F587;false;linked paperclips;🖇
1F4D0;false;triangular ruler;📐
2702;false;scissors;✂
1F5C3;false;card file box;🗃
1F5C4;false;file cabinet;🗄
1F5D1;false;wastebasket;🗑
1F513;false;unlocked;🔓
1F510;false;locked with key;🔐
1F5DD;false;old key;🗝
1FA93;false;axe;🪓
26CF;false;pick;⛏
2692;false;hammer and pick;⚒
1F6E0;false;hammer and wrench;🛠
1F5E1;false;dagger;🗡
2694;false;crossed swords;⚔
1FA83;false;boomerang;🪃
1F6E1;false;shield;🛡
1F527;false;wrench;🔧
1F529;false;nut and bolt;🔩
2699;false;gear;⚙
1F5DC;false;clamp;🗜
2696;false;balance scale;⚖
1F517;false;link;🔗
26D3;false;chains;⛓
1F9F0;false;toolbox;🧰
1FA9C;false;ladder;🪜
2697;false;alembic;⚗
1F9EB;false;petri dish;🧫
1F52C;false;microscope;🔬
1F4E1;false;satellite antenna;📡
1FA78;false;drop of blood;🩸
1FA79;false;adhesive bandage;🩹
1FA7A;false;stethoscope;🩺
1F6AA;false;door;🚪
1FA9E;false;mirror;🪞
1F6CF;false;bed;🛏
1F6CB;false;couch and lamp;🛋
1F6BD;false;toilet;🚽
1F6BF;false;shower;🚿
1FAA4;false;mouse trap;🪤
1F9F4;false;lotion bottle;🧴
1F9F9;false;broom;🧹
1F9FB;false;roll of paper;🧻
1F9FC;false;soap;🧼
1FAA5;false;toothbrush;🪥
1F9EF;false;fire extinguisher;🧯
1F6AC;false;cigarette;🚬
26B0;false;coffin;⚰
26B1;false;funeral urn;⚱
1FAAC;false;hamsa;🪬
1FAA7;false;placard;🪧
# group: Symbols
1F3E7;false;ATM sign;🏧
1F6B0;false;potable water;🚰
1F6B9;false;men’s room;🚹
1F6BB;false;restroom;🚻
1F6BE;false;water closet;🚾
1F6C3;false;customs;🛃
1F6C5;false;left luggage;🛅
26A0;false;warning;⚠
26D4;false;no entry;⛔
1F6B3;false;no bicycles;🚳
1F6AF;false;no littering;🚯
1F6B7;false;no pedestrians;🚷
1F51E;false;no one under eighteen;🔞
2622;false;radioactive;☢
2623;false;biohazard;☣
2B06;false;up arrow;⬆
